,job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
1874,Data Scientist,Mid,Medium,India,Part-time,0,4.0,63333.0
1875,Business Intelligence Analyst,Senior,Large,UK,Part-time,0,6.0,117234.0
1876,Business Intelligence Analyst,Entry,Small,India,Full-time,0,0.0,10511.0
1877,Data Analyst,Senior,Small,USA,Part-time,100,7.0,129546.0
1878,Data Engineer,Mid,Medium,India,Contract,100,11.0,100082.0
1879,Machine Learning Engineer,Mid,Small,India,Part-time,100,13.0,121636.0
1880,AI Engineer,Senior,Small,USA,Contract,0,9.0,133820.0
1881,Data Analyst,Senior,Medium,UK,Contract,50,14.0,153476.0
1882,Business Intelligence Analyst,Mid,Large,India,Full-time,0,4.0,88269.0
1883,AI Engineer,Mid,Medium,Germany,Part-time,0,7.0,76725.0
1884,Business Intelligence Analyst,Mid,Large,India,Contract,100,9.0,88269.0
1885,AI Engineer,Entry,Medium,India,Contract,100,14.0,93765.0
1886,Machine Learning Engineer,Entry,Large,Germany,Part-time,0,9.0,56701.0
1887,Data Analyst,Mid,Medium,Australia,Contract,0,4.0,68496.0
1888,AI Engineer,Mid,Large,Germany,Part-time,50,11.0,107270.0
1889,Data Engineer,Senior,Medium,India,Full-time,50,6.0,120472.0
1890,Data Scientist,Mid,Large,Germany,Contract,100,9.0,87807.0
1891,Data Engineer,Mid,Medium,Australia,Contract,50,2.0,65654.0
1892,Data Engineer,Mid,Small,USA,Part-time,50,1.0,56078.0
1893,Data Scientist,Senior,Large,Germany,Part-time,100,5.0,112572.0
1894,Data Engineer,Senior,Medium,Germany,Part-time,50,4.0,117408.0
1895,AI Engineer,Mid,Large,India,Part-time,0,8.0,99359.0
1896,AI Engineer,Senior,Large,USA,Contract,50,9.0,133698.0
1897,AI Engineer,Entry,Medium,Canada,Full-time,100,7.0,29856.0
1898,Data Scientist,Mid,Large,Canada,Full-time,0,10.0,96724.0
1899,Data Engineer,Mid,Medium,UK,Full-time,50,2.0,59245.0
1900,Data Scientist,Mid,Small,Germany,Full-time,0,8.0,90866.0
1901,AI Engineer,Senior,Large,Germany,Part-time,0,7.0,133951.0
1902,Data Engineer,Senior,Small,USA,Contract,50,5.0,115096.0
1903,Data Engineer,Entry,Large,Australia,Contract,50,0.0,14587.0
1904,Business Intelligence Analyst,Mid,Large,Canada,Contract,100,13.0,88269.0
1905,Business Intelligence Analyst,Mid,Large,India,Part-time,100,9.0,90046.0
1906,Machine Learning Engineer,Entry,Medium,USA,Contract,0,12.0,89278.0
1907,Data Analyst,Entry,Small,Germany,Part-time,100,11.0,72203.0
1908,Business Intelligence Analyst,Mid,Large,Canada,Contract,0,10.0,105403.0
1909,Data Scientist,Entry,Medium,UK,Full-time,0,0.0,19828.0
1910,Business Intelligence Analyst,Entry,Large,India,Part-time,100,11.0,80797.0
1911,Machine Learning Engineer,Entry,Medium,Canada,Contract,100,5.0,54997.0
1912,Data Engineer,Mid,Large,UK,Full-time,100,12.0,100038.0
1913,Machine Learning Engineer,Senior,Small,USA,Full-time,50,2.0,109468.0
1914,Data Engineer,Mid,Small,India,Full-time,0,2.0,56265.0
1915,Data Engineer,Executive,Large,UK,Part-time,0,5.0,151598.0
1916,Data Analyst,Mid,Medium,UK,Part-time,0,12.0,102415.0
1917,Business Intelligence Analyst,Senior,Large,Germany,Contract,100,2.0,107142.0
1918,Data Scientist,Senior,Medium,Australia,Full-time,100,12.0,159500.0
1919,Data Scientist,Mid,Large,Canada,Contract,100,10.0,107148.0
1920,AI Engineer,Mid,Medium,India,Contract,100,9.0,99306.0
1921,Data Engineer,Senior,Small,India,Full-time,100,5.0,88269.0
1922,Data Scientist,Entry,Large,Australia,Contract,50,4.0,88269.0
1923,Data Analyst,Mid,Small,UK,Part-time,100,3.0,66377.0
1924,Data Engineer,Mid,Small,Germany,Contract,0,7.0,86058.0
1925,Data Analyst,Mid,Large,Australia,Full-time,100,7.0,52443.0
1926,Data Scientist,Entry,Large,Canada,Part-time,0,14.0,97701.0
1927,Data Scientist,Senior,Medium,India,Part-time,100,11.0,152084.0
1928,AI Engineer,Mid,Medium,USA,Contract,100,13.0,109383.0
1929,Data Scientist,Mid,Small,Germany,Contract,0,10.0,91593.0
1930,Data Engineer,Senior,Medium,India,Part-time,0,6.0,124758.0
1931,Data Engineer,Mid,Medium,USA,Contract,0,3.0,62026.0
1932,Data Engineer,Executive,Large,Germany,Full-time,0,1.0,127612.0
1933,AI Engineer,Mid,Medium,India,Contract,50,14.0,121329.0
1934,AI Engineer,Entry,Small,India,Contract,0,6.0,41908.0
1935,Data Scientist,Senior,Medium,Australia,Part-time,100,12.0,146954.0
1936,Machine Learning Engineer,Mid,Small,Germany,Contract,100,0.0,55185.0
1937,Machine Learning Engineer,Senior,Large,India,Contract,50,3.0,113174.0
1938,AI Engineer,Executive,Small,UK,Contract,0,8.0,175496.0
1939,Data Scientist,Senior,Medium,Germany,Full-time,100,13.0,147928.0
1940,Machine Learning Engineer,Mid,Large,India,Contract,50,3.0,64280.0
1941,Data Scientist,Senior,Medium,Australia,Full-time,100,11.0,142681.0
1942,Data Scientist,Mid,Large,USA,Full-time,50,12.0,104127.0
1943,Data Scientist,Mid,Large,USA,Full-time,50,2.0,54963.0
1944,Business Intelligence Analyst,Senior,Medium,India,Full-time,0,9.0,136761.0
1945,Data Engineer,Entry,Medium,Germany,Part-time,50,9.0,68554.0
1946,Data Scientist,Senior,Large,Australia,Full-time,100,1.0,94357.0
1947,Business Intelligence Analyst,Senior,Large,India,Contract,100,13.0,163409.0
1948,AI Engineer,Senior,Medium,India,Full-time,0,14.0,150987.0
1949,Machine Learning Engineer,Mid,Small,USA,Contract,0,2.0,51965.0
1950,Data Engineer,Senior,Medium,Australia,Full-time,50,0.0,87316.0
1951,Machine Learning Engineer,Mid,Large,UK,Part-time,0,9.0,99046.0
1952,Data Engineer,Senior,Medium,USA,Full-time,100,7.0,115868.0
1953,Machine Learning Engineer,Entry,Small,USA,Full-time,100,0.0,28447.0
1954,Data Engineer,Entry,Medium,UK,Part-time,0,2.0,37513.0
1955,Machine Learning Engineer,Entry,Large,Germany,Full-time,0,13.0,79378.0
1956,Machine Learning Engineer,Mid,Medium,India,Contract,0,2.0,65463.0
1957,Machine Learning Engineer,Mid,Large,Germany,Full-time,50,12.0,118318.0
1958,Machine Learning Engineer,Senior,Large,Australia,Full-time,50,14.0,163246.0
1959,AI Engineer,Mid,Medium,Canada,Full-time,100,1.0,46076.0
1960,Data Scientist,Mid,Large,Canada,Part-time,50,13.0,123023.0
1961,Data Analyst,Entry,Large,Canada,Full-time,50,7.0,45169.0
1962,Business Intelligence Analyst,Mid,Small,UK,Full-time,50,9.0,91385.0
1963,Data Analyst,Mid,Small,USA,Contract,50,2.0,58222.0
1964,Data Analyst,Entry,Small,Germany,Full-time,100,2.0,37087.0
1965,Data Engineer,Entry,Small,India,Full-time,0,7.0,50480.0
1966,Data Scientist,Entry,Large,Canada,Full-time,100,3.0,32777.0
1967,Data Engineer,Entry,Medium,Germany,Full-time,50,3.0,30362.0
1968,Data Scientist,Mid,Large,Canada,Contract,0,2.0,50950.0
1969,Data Scientist,Entry,Large,Canada,Contract,0,10.0,68250.0
1970,Machine Learning Engineer,Senior,Large,India,Part-time,0,0.0,82818.0
1971,AI Engineer,Senior,Medium,Australia,Full-time,100,7.0,118600.0
1972,Machine Learning Engineer,Mid,Small,Australia,Part-time,0,14.0,88269.0
1973,AI Engineer,Executive,Large,Australia,Part-time,100,0.0,135053.0
1974,Data Engineer,Mid,Large,UK,Full-time,100,6.0,89328.0
1975,AI Engineer,Mid,Small,USA,Contract,50,4.0,74333.0
1976,Data Engineer,Executive,Large,UK,Contract,50,7.0,141255.0
1977,Data Analyst,Entry,Medium,Germany,Full-time,0,3.0,35907.0
1978,Data Analyst,Senior,Large,UK,Full-time,0,7.0,131007.0
1979,AI Engineer,Entry,Large,India,Contract,50,10.0,74241.0
1980,AI Engineer,Mid,Small,Germany,Full-time,100,10.0,102090.0
1981,Data Engineer,Entry,Large,USA,Full-time,100,12.0,82305.0
1982,Machine Learning Engineer,Senior,Large,India,Full-time,50,13.0,88269.0
1983,Data Engineer,Mid,Medium,USA,Contract,100,5.0,78065.0
1984,Machine Learning Engineer,Senior,Small,Australia,Part-time,50,13.0,157647.0
1985,Data Analyst,Mid,Small,Australia,Part-time,50,11.0,103523.0
1986,Data Scientist,Mid,Medium,UK,Full-time,0,0.0,46037.0
1987,AI Engineer,Entry,Large,Germany,Contract,0,13.0,75527.0
1988,Machine Learning Engineer,Mid,Small,Canada,Full-time,50,9.0,103443.0
1989,Data Engineer,Senior,Small,Canada,Contract,0,7.0,124290.0
1990,Data Analyst,Mid,Large,Germany,Full-time,50,12.0,100211.0
1991,Machine Learning Engineer,Senior,Large,USA,Contract,100,13.0,163098.0
1992,Data Engineer,Senior,Small,India,Contract,100,1.0,104072.0
1993,AI Engineer,Mid,Large,USA,Part-time,100,5.0,75522.0
1994,AI Engineer,Mid,Small,Germany,Full-time,100,8.0,99650.0
1995,Business Intelligence Analyst,Entry,Large,Germany,Part-time,50,0.0,25115.0
1996,Data Scientist,Entry,Large,India,Part-time,100,5.0,40149.0
1997,Business Intelligence Analyst,Entry,Medium,UK,Contract,100,7.0,54224.0
1998,Data Analyst,Mid,Large,UK,Full-time,100,9.0,102716.0
1999,Machine Learning Engineer,Mid,Medium,India,Contract,100,12.0,88269.0
